Purchase_ID,Vendor_Name,Category,Sub_Category,Spend_Amount_INR,Purchase_Date,Region,Payment_Terms,Delivery_Time_Days,Quality_Score,Vendor_Score
PO-13127,"Johnston, Miller and Delacruz",Maintenance,Training,1145882.08,2025-01-22,East,Net 45,8,8,76
PO-13128,"Cooper, Richards and Johnson",Maintenance,Training,980065.3,2025-06-29,North,On Delivery,5,8,91
PO-13129,Bell PLC,Cloud,Azure,723742.04,2025-09-29,North,On Delivery,26,7,93
PO-13130,"Jones, Simon and Barber",Hardware,Networking,1442948.7,2024-07-17,East,Advance,8,5,61
PO-13131,Taylor-Gutierrez,Software,Licensing,1507187.46,2023-07-12,International,Advance,36,9,77
PO-13132,Mitchell Inc,Software,Licensing,986413.43,2022-12-03,East,Net 45,37,6,73
PO-13133,Collins-Higgins,Maintenance,Support Services,286322.61,2023-09-02,South,Net 30,13,10,69
PO-13134,Chavez-Martinez,Cloud,Google Cloud,1893482.72,2024-07-22,East,Advance,16,8,99
PO-13135,"Simon, Parker and Reyes",Maintenance,Repair,1467539.73,2023-03-17,International,Net 30,46,5,60
PO-13136,Salinas PLC,Consultancy,IT Strategy,1050309.16,2024-08-20,South,Advance,44,6,83
PO-13137,Bradley-Washington,Cloud,Google Cloud,1743393.37,2025-05-14,International,Net 30,39,9,74
PO-13138,Callahan Inc,Cloud,AWS,216745.0,2023-10-09,International,Net 30,53,7,61
PO-13139,Schultz PLC,Maintenance,Repair,932965.06,2023-05-29,International,Advance,9,10,67
PO-13140,"Huff, Shah and Miles",Consultancy,IT Strategy,1669485.68,2025-09-13,International,Advance,5,7,68
PO-13141,Adams-Morton,Hardware,Storage Devices,1222554.0,2023-04-20,North,On Delivery,53,7,72
PO-13142,"Johnson, Dillon and Howard",Consultancy,Process Automation,1476711.59,2025-02-07,International,Net 45,47,5,96
PO-13143,Huffman-Williams,Hardware,Networking,481070.07,2023-02-13,South,Net 30,4,5,70
PO-13144,"Mann, Odonnell and Hale",Cloud,AWS,1870286.93,2024-10-23,West,Net 30,35,10,94
PO-13145,Page Inc,Software,Licensing,557615.04,2023-12-07,South,Net 45,50,5,83
PO-13146,"Baker, Smith and Williams",Maintenance,Support Services,1699029.53,2023-10-13,East,Net 30,52,6,65
PO-13147,Gilmore PLC,Hardware,Networking,1984890.0,2023-12-19,International,Net 45,42,6,66
PO-13148,Mccoy Ltd,Consultancy,Audit Services,988086.05,2024-08-06,East,Advance,41,5,77
PO-13149,Silva-Jones,Hardware,Storage Devices,1280945.23,2025-06-08,West,On Delivery,46,6,70
PO-13150,Evans Group,Hardware,Servers,807578.24,2023-02-22,South,Net 45,15,6,69
PO-13151,Simpson-Pittman,Software,SaaS Subscriptions,1870078.06,2024-01-25,West,Advance,15,6,61
PO-13152,Jimenez-Mooney,Consultancy,Digital Transformation,542346.89,2024-01-30,West,On Delivery,60,9,95
PO-13153,"Bradley, Miller and Rodriguez",Software,SaaS Subscriptions,1938440.59,2023-07-15,International,Net 30,56,7,84
PO-13154,"Anderson, Kirby and Dean",Consultancy,Digital Transformation,58908.79,2023-07-24,South,On Delivery,38,7,71
PO-13155,"King, Carter and Payne",Cloud,Google Cloud,1582487.23,2023-11-02,West,Net 45,10,5,67
PO-13156,Davis Ltd,Consultancy,Digital Transformation,1499647.29,2023-10-26,North,Net 30,32,6,77
PO-13157,Ramsey Inc,Software,ERP Systems,1596647.41,2023-08-03,South,Net 30,17,9,78
PO-13158,Miller Ltd,Consultancy,Process Automation,850698.89,2025-09-11,East,On Delivery,58,8,99
PO-13159,Smith PLC,Maintenance,Training,1324901.25,2025-07-01,North,Advance,4,10,69
PO-13160,Tucker Inc,Consultancy,Audit Services,1708381.69,2024-04-03,South,Net 45,43,6,71
PO-13161,Benjamin and Sons,Hardware,Storage Devices,865766.82,2025-03-18,South,On Delivery,12,9,69
PO-13162,Mcgrath-Campbell,Consultancy,Process Automation,1640333.53,2024-12-02,West,Net 45,11,6,93
PO-13163,"Elliott, Hughes and White",Software,Licensing,667873.46,2024-08-11,South,On Delivery,30,8,86
PO-13164,"Lopez, Duncan and Smith",Hardware,Servers,1055517.75,2024-06-19,East,Net 45,51,10,85
PO-13165,"Pratt, Oliver and Thomas",Maintenance,System Upgrades,734775.09,2024-01-28,International,Net 30,29,7,95
PO-13166,Glenn Ltd,Maintenance,Training,1204320.65,2025-09-19,East,Net 45,17,10,91
PO-13167,"Jones, Smith and Davis",Consultancy,IT Strategy,1770957.97,2025-05-19,North,On Delivery,35,6,70
PO-13168,Gomez Inc,Hardware,Servers,1802660.27,2025-01-09,West,Advance,60,5,89
PO-13169,Martinez Inc,Cloud,Private Cloud,1796965.11,2025-05-27,West,Advance,33,10,96
PO-13170,"Johnson, Gray and Hanson",Hardware,Storage Devices,526286.96,2024-09-01,International,On Delivery,22,10,62
PO-13171,Brown-Chavez,Consultancy,Digital Transformation,1634882.6,2024-06-11,West,Advance,36,10,92
PO-13172,Gray Ltd,Hardware,Networking,383983.1,2025-09-02,East,Net 30,3,10,100
PO-13173,Wade-Holmes,Software,CRM Tools,1300216.03,2023-11-03,North,Net 45,42,10,87
PO-13174,Sanders-Jones,Hardware,Peripherals,1783224.94,2023-08-26,North,Net 30,48,6,78
PO-13175,Lee-Crawford,Consultancy,Audit Services,1837916.22,2023-05-06,West,Net 30,55,5,71
PO-13176,Cherry-Taylor,Maintenance,Support Services,1137035.0,2023-09-12,East,Net 30,34,9,100
PO-13177,Harper Ltd,Consultancy,IT Strategy,1727056.16,2023-10-28,East,On Delivery,30,6,63
PO-13178,"Arias, Morris and Wilson",Maintenance,Support Services,881777.93,2023-05-19,International,Net 45,5,10,71
PO-13179,"Warner, Schultz and Lyons",Maintenance,Training,849931.33,2025-02-18,East,Net 30,19,10,91
PO-13180,Torres Inc,Software,Cybersecurity,1074387.1,2025-02-15,West,Net 45,47,10,97
PO-13181,"Mccarty, Frost and Chavez",Maintenance,Repair,326326.68,2023-06-20,North,Advance,8,10,95
PO-13182,"Williams, West and Singh",Hardware,Peripherals,70402.48,2023-12-04,East,Net 45,13,7,82
PO-13183,Moran-Foster,Maintenance,Support Services,1268197.69,2025-03-12,East,Net 30,3,10,62
PO-13184,"Norman, Holmes and Lawrence",Software,ERP Systems,850425.66,2023-01-26,West,On Delivery,14,9,97
PO-13185,"Harris, Becker and Stewart",Consultancy,IT Strategy,1062656.44,2023-11-16,South,Net 30,16,8,82
PO-13186,Solis-Mcbride,Consultancy,Process Automation,1941834.97,2024-03-28,North,Net 45,45,8,85
PO-13187,Marquez PLC,Consultancy,Audit Services,1682049.13,2024-10-02,West,Advance,58,7,89
PO-13188,Roach-Ferrell,Maintenance,Support Services,1293761.04,2025-09-12,South,Advance,29,7,95
PO-13189,Pena-Lopez,Hardware,Laptops,1308745.96,2025-05-02,North,Advance,60,10,82
PO-13190,Smith and Sons,Software,ERP Systems,1564676.68,2025-10-13,West,Advance,7,8,78
PO-13191,Smith Ltd,Consultancy,IT Strategy,924622.33,2023-11-13,North,On Delivery,43,9,78
PO-13192,Holmes and Sons,Cloud,Private Cloud,1883607.25,2024-04-06,West,Net 45,25,6,76
PO-13193,"Morales, Anderson and Gonzalez",Software,CRM Tools,797875.36,2025-05-16,South,On Delivery,23,9,92
PO-13194,"Alvarez, Bender and Williams",Maintenance,System Upgrades,1800609.36,2024-07-21,International,Net 45,45,6,78
PO-13195,Harrison-Cervantes,Cloud,AWS,637421.12,2023-03-24,North,Net 45,32,10,95
PO-13196,Allen and Sons,Consultancy,Audit Services,329967.81,2023-05-20,North,Advance,23,9,60
PO-13197,Kane-Miles,Software,Cybersecurity,994437.8,2025-10-04,East,Advance,21,8,90
PO-13198,"Parker, Mitchell and Alexander",Cloud,Private Cloud,720456.59,2022-11-21,North,Net 30,8,9,63
PO-13199,Molina and Sons,Consultancy,Digital Transformation,689466.88,2024-06-13,South,On Delivery,7,7,77
PO-13200,"Hernandez, Brooks and Yang",Software,Licensing,950823.45,2025-02-25,East,Net 45,8,10,78
PO-13201,Mccall-Wells,Cloud,Private Cloud,281717.42,2023-08-08,East,Net 45,7,7,100
PO-13202,"Austin, Acosta and Cole",Consultancy,IT Strategy,1341965.36,2025-07-05,South,Net 30,49,9,93
PO-13203,Hicks Group,Software,Cybersecurity,1189149.44,2025-06-01,West,Net 45,14,9,73
PO-13204,"Kennedy, Gonzalez and Parker",Maintenance,Support Services,814114.54,2023-08-31,West,Net 30,32,10,84
PO-13205,"Medina, White and Martinez",Consultancy,IT Strategy,1009882.84,2023-03-10,South,Net 45,3,6,92
PO-13206,Rivers Ltd,Maintenance,System Upgrades,131873.96,2025-04-17,International,On Delivery,59,6,96
PO-13207,Bryant-Jones,Software,CRM Tools,123683.02,2023-05-06,East,Net 30,29,7,88
PO-13208,Perez LLC,Cloud,Azure,771839.97,2025-03-31,International,On Delivery,5,10,84
PO-13209,Powell and Sons,Software,ERP Systems,490068.78,2023-01-12,South,Net 30,59,6,99
PO-13210,"Bell, Dixon and Garcia",Consultancy,IT Strategy,1701348.02,2024-09-17,East,Net 30,51,10,64
PO-13211,Hayes LLC,Hardware,Servers,1806235.68,2025-08-08,North,Net 45,60,5,89
PO-13212,"Mendoza, Baker and Esparza",Hardware,Servers,327784.32,2023-05-04,West,On Delivery,33,7,76
PO-13213,Evans Group,Maintenance,Training,1128549.24,2025-02-03,South,Advance,37,8,62
PO-13214,"Perry, Baird and Jenkins",Consultancy,IT Strategy,1872906.94,2023-07-28,North,On Delivery,4,9,61
PO-13215,Ward-Russell,Software,Licensing,1633956.83,2023-06-18,North,Net 45,29,6,97
PO-13216,"Murphy, Rodriguez and Myers",Hardware,Storage Devices,1098666.88,2023-10-08,North,Net 45,5,10,61
PO-13217,Doyle and Sons,Maintenance,Repair,847491.83,2024-11-23,West,Advance,55,10,67
PO-13218,Ruiz-Alvarez,Maintenance,Training,65438.92,2024-06-05,East,On Delivery,35,9,90
PO-13219,"Pratt, Watts and Wilson",Hardware,Peripherals,1413441.88,2023-03-25,South,Advance,59,9,65
PO-13220,Mcdaniel-Arnold,Hardware,Laptops,1947602.67,2024-10-03,East,On Delivery,23,5,89
PO-13221,"Floyd, Larson and Melton",Consultancy,Audit Services,1328834.23,2023-05-13,West,Advance,40,9,76
PO-13222,"Edwards, Hughes and Stewart",Consultancy,Digital Transformation,1616450.46,2022-11-07,International,Net 30,55,5,86
PO-13223,"Fowler, Smith and Ramirez",Software,ERP Systems,1445536.73,2025-02-10,North,Advance,21,10,82
PO-13224,"Pugh, Mckee and Webster",Consultancy,Audit Services,1369441.55,2023-10-29,International,Net 30,19,5,97
PO-13225,Ochoa-Garcia,Cloud,AWS,864573.39,2025-03-20,South,Advance,6,8,96
PO-13226,Aguilar-Juarez,Software,ERP Systems,1254285.12,2023-08-28,International,Net 30,28,7,85
PO-13227,Edwards PLC,Consultancy,IT Strategy,1147567.17,2023-11-16,South,Advance,21,5,97
PO-13228,Gonzalez-Barker,Cloud,Azure,1950366.7,2023-05-15,West,Net 45,23,10,93
PO-13229,"Harris, Grant and Hall",Maintenance,Support Services,1985390.1,2024-10-01,International,On Delivery,46,8,70
PO-13230,Acosta-Smith,Maintenance,Support Services,729146.67,2025-01-10,North,Net 30,31,6,75
PO-13231,Ramirez Ltd,Consultancy,Process Automation,172580.93,2025-07-11,International,Advance,32,8,75
PO-13232,Jordan-King,Maintenance,Training,1601301.15,2025-01-19,East,Advance,6,9,96
PO-13233,Adkins and Sons,Cloud,Private Cloud,1680882.59,2025-01-06,West,Net 30,46,5,83
PO-13234,Johnson-Holden,Consultancy,Process Automation,1906935.13,2024-07-27,South,Net 30,35,5,93
PO-13235,Cruz LLC,Maintenance,System Upgrades,1885471.26,2024-01-25,South,Net 45,53,8,82
PO-13236,Palmer-Hunter,Maintenance,Support Services,218669.78,2024-10-23,East,Net 45,42,6,95
PO-13237,Mcknight-Vasquez,Software,SaaS Subscriptions,1801204.25,2024-04-24,North,Net 30,21,10,77
PO-13238,"Ross, Kennedy and Huff",Software,CRM Tools,456570.62,2023-11-02,East,Net 30,60,6,82
PO-13239,"Le, Barber and Lawson",Hardware,Storage Devices,1028991.41,2023-02-27,South,Advance,27,6,80
PO-13240,Patton Inc,Maintenance,Support Services,1446158.05,2023-10-14,East,Net 30,51,6,71
PO-13241,Price-Parker,Consultancy,Audit Services,258183.64,2023-06-13,South,Advance,17,7,87
PO-13242,Roberts Ltd,Cloud,Google Cloud,669144.54,2025-03-01,North,Advance,14,5,79
PO-13243,Rios Group,Consultancy,Audit Services,205828.76,2024-05-14,International,Net 30,53,5,64
PO-13244,Jennings-Ayers,Software,Licensing,149500.79,2023-02-23,South,Advance,15,9,64
PO-13245,Jacobson PLC,Maintenance,Repair,1848860.02,2025-06-25,East,On Delivery,15,10,95
PO-13246,Perez-Guzman,Hardware,Servers,256502.53,2023-07-24,North,Advance,31,9,62
PO-13247,Hanson-Dennis,Software,Licensing,1773488.66,2023-08-11,South,On Delivery,51,10,85
PO-13248,Nicholson-Poole,Hardware,Peripherals,746848.31,2023-09-30,East,On Delivery,28,7,76
PO-13249,Horne-Cox,Hardware,Networking,1476906.41,2025-10-02,West,Net 30,51,7,83
PO-13250,West Ltd,Software,Licensing,904596.74,2025-03-06,East,Net 45,14,9,91
PO-13251,Cruz Group,Consultancy,Process Automation,703527.06,2025-05-27,South,On Delivery,49,10,72
PO-13252,Jackson-Jones,Software,Licensing,1806176.5,2025-08-02,East,Advance,46,8,78
PO-13253,Alexander-Schultz,Consultancy,IT Strategy,1771654.94,2023-09-22,West,Net 30,13,7,89
PO-13254,"Fowler, Zavala and Harmon",Maintenance,System Upgrades,334428.62,2023-03-27,East,Net 30,36,8,85
PO-13255,Clark-Palmer,Cloud,Google Cloud,307497.97,2024-04-11,South,Net 30,20,5,76
PO-13256,"Sanchez, Fields and Salazar",Cloud,Azure,1463419.62,2023-09-06,West,Advance,34,7,97
PO-13257,Burke-Osborne,Cloud,Private Cloud,166255.06,2025-01-26,International,Net 45,39,5,92
PO-13258,"Roberts, Sanchez and Gardner",Consultancy,Process Automation,725496.75,2024-12-11,East,Net 30,33,9,77
PO-13259,"Miller, Howard and Taylor",Software,ERP Systems,1796154.99,2023-03-24,East,Net 45,16,9,83
PO-13260,Lopez Group,Consultancy,Audit Services,735135.6,2023-07-15,North,Net 30,46,10,65
PO-13261,Smith Inc,Software,Cybersecurity,568554.93,2025-05-22,West,Advance,19,5,82
PO-13262,Fowler-Cole,Hardware,Servers,1899209.71,2024-04-09,West,On Delivery,13,10,97
PO-13263,Smith-Terry,Software,Licensing,1554168.13,2025-02-13,South,Advance,18,9,71
PO-13264,"Graves, Crane and Jones",Software,Licensing,1614981.77,2025-03-29,West,On Delivery,40,9,73
PO-13265,Clark Inc,Software,CRM Tools,207848.36,2023-04-16,International,Net 30,5,9,88
PO-13266,Hampton-Palmer,Hardware,Networking,1549945.24,2024-10-26,South,Advance,48,7,77
PO-13267,"Johnston, Bell and Krueger",Software,CRM Tools,265534.23,2023-02-18,East,Net 45,58,8,87
PO-13268,"Hill, Schneider and Strickland",Maintenance,System Upgrades,607564.76,2025-04-15,South,Advance,42,6,80
PO-13269,Reed-Thompson,Consultancy,Digital Transformation,1241173.27,2024-05-11,South,Advance,49,10,80
PO-13270,"Miller, Gross and Foster",Cloud,AWS,1624872.07,2022-12-08,South,Net 30,50,5,73
PO-13271,Rice Ltd,Maintenance,System Upgrades,1020400.84,2023-01-08,North,On Delivery,55,7,86
PO-13272,"Daniel, Carroll and Mason",Maintenance,Support Services,286253.3,2025-07-02,East,Advance,44,10,100
PO-13273,"Walker, Hunter and Hoover",Cloud,AWS,1917808.68,2023-01-07,South,Net 45,23,8,95
PO-13274,Wang-Ibarra,Maintenance,Repair,663264.22,2025-09-13,West,Net 30,52,8,75
PO-13275,"Collins, Brown and Martinez",Hardware,Peripherals,1449749.87,2024-09-18,North,Net 45,36,5,93
PO-13276,Myers-Pitts,Software,CRM Tools,1914090.33,2023-07-08,West,Net 30,44,9,82
PO-13277,Singh-Fisher,Software,SaaS Subscriptions,1345054.4,2023-05-06,South,Net 30,25,8,66
PO-13278,Burgess Inc,Consultancy,IT Strategy,1128741.42,2024-07-04,West,Advance,27,8,65
PO-13279,Friedman-Shah,Maintenance,Support Services,1337856.21,2023-10-27,West,Advance,41,5,84
PO-13280,Hobbs and Sons,Hardware,Servers,1135167.5,2023-11-21,East,Net 45,58,9,92
PO-13281,"Bailey, Moses and French",Consultancy,Process Automation,1801790.79,2024-07-25,South,On Delivery,9,5,97
PO-13282,"Ferguson, Stephenson and Patterson",Hardware,Networking,1713932.73,2023-12-24,West,Net 30,5,5,62
PO-13283,"Davis, White and Stark",Consultancy,Audit Services,1226000.47,2025-10-09,West,Advance,5,7,60
PO-13284,Cooper-Chavez,Hardware,Laptops,1984144.34,2023-01-05,International,Net 30,23,8,77
PO-13285,Banks-Pierce,Consultancy,IT Strategy,1138385.91,2024-02-17,International,Net 30,36,9,63
PO-13286,Fisher-Edwards,Hardware,Servers,1359344.07,2023-07-24,South,Advance,59,10,90
PO-13287,"Gomez, Lloyd and Williams",Hardware,Networking,277027.98,2024-02-14,South,Net 45,25,7,89
PO-13288,Snyder-Johnson,Consultancy,Audit Services,1358414.51,2022-11-20,North,Net 45,54,7,97
PO-13289,Brown Inc,Hardware,Servers,1681337.26,2025-09-08,North,Net 45,40,7,85
PO-13290,Smith-Hayes,Maintenance,System Upgrades,1216942.67,2024-06-13,North,Advance,4,5,69
PO-13291,Lin-White,Software,Licensing,544709.32,2022-11-20,International,Net 30,57,6,74
PO-13292,"White, Campbell and Lewis",Hardware,Laptops,56924.86,2022-12-28,International,Advance,59,7,75
PO-13293,Mitchell Inc,Cloud,Google Cloud,1504696.82,2025-07-11,West,Net 45,10,6,96
PO-13294,Downs-Long,Maintenance,Support Services,674636.36,2024-05-10,East,Advance,53,5,60
PO-13295,Phillips-Fisher,Consultancy,Process Automation,1418493.01,2023-11-23,West,On Delivery,9,5,65
PO-13296,Mendoza Inc,Software,SaaS Subscriptions,1951327.15,2023-12-27,West,Advance,29,10,90
PO-13297,Thomas-Reed,Software,CRM Tools,650212.24,2025-07-31,South,Advance,4,7,84
PO-13298,Smith Group,Hardware,Laptops,1618323.22,2025-06-24,West,Net 45,55,7,77
PO-13299,Carlson PLC,Hardware,Networking,1735920.25,2025-06-23,West,Net 30,38,6,86
PO-13300,Hayes-Mitchell,Software,CRM Tools,651019.32,2025-05-04,East,Advance,45,6,78
PO-13301,Sutton-Nelson,Software,ERP Systems,1749901.02,2022-12-17,East,Net 45,12,10,90
PO-13302,Ibarra-Aguilar,Cloud,Private Cloud,1148309.78,2025-01-10,South,Net 45,50,7,68
PO-13303,"Johnson, Smith and Riggs",Software,CRM Tools,413451.73,2024-09-12,North,Net 45,51,10,98
PO-13304,Patterson PLC,Cloud,Private Cloud,1476394.71,2024-09-14,South,On Delivery,10,10,77
PO-13305,"Vance, Fleming and Whitney",Consultancy,Audit Services,164153.49,2024-12-31,West,On Delivery,57,7,84
PO-13306,Martin Group,Consultancy,Audit Services,1181573.15,2024-06-14,East,Net 45,29,10,68
PO-13307,"Weaver, Hanson and Tapia",Maintenance,Training,675015.37,2023-08-04,International,On Delivery,22,8,73
PO-13308,Patrick PLC,Cloud,Azure,575093.35,2024-12-22,South,Net 30,44,8,72
PO-13309,Johnson-Patton,Consultancy,IT Strategy,892287.18,2024-12-05,South,On Delivery,23,8,74
PO-13310,Ramos Inc,Cloud,Azure,441617.05,2024-05-11,South,On Delivery,42,7,64
PO-13311,"Bennett, Smith and Hawkins",Cloud,Azure,166816.22,2023-12-11,South,On Delivery,28,10,62
PO-13312,Mcmahon-Snyder,Consultancy,Audit Services,1919769.62,2025-07-06,International,Net 30,27,8,60
PO-13313,"Phillips, Moore and Harris",Consultancy,IT Strategy,1971781.91,2025-07-16,South,Advance,55,8,95
PO-13314,Bowman LLC,Software,Licensing,1561339.38,2024-09-09,South,Net 45,28,8,70
PO-13315,Summers-Tran,Maintenance,Support Services,1270740.32,2025-08-03,International,Net 45,9,10,62
PO-13316,"Sandoval, Davis and Torres",Cloud,Azure,752759.44,2024-06-03,International,On Delivery,41,8,82
PO-13317,Ball-Wright,Consultancy,Digital Transformation,1660344.05,2023-10-14,West,Advance,29,9,82
PO-13318,Vance Group,Maintenance,System Upgrades,208009.41,2024-08-22,North,Advance,7,6,60
PO-13319,"Mcbride, Schneider and Mccormick",Maintenance,System Upgrades,1791711.83,2024-10-02,International,On Delivery,19,6,67
PO-13320,Thompson PLC,Hardware,Storage Devices,709522.35,2025-07-26,East,Net 45,55,10,81
PO-13321,"Myers, Wilson and Mcdonald",Hardware,Peripherals,1752310.26,2023-07-03,West,Net 45,35,9,97
PO-13322,Harris Ltd,Software,SaaS Subscriptions,308479.6,2024-09-04,North,Advance,40,5,76
PO-13323,Garcia Ltd,Consultancy,Process Automation,120532.5,2025-06-11,South,Advance,57,6,93
PO-13324,Garrett Ltd,Maintenance,Support Services,86819.28,2024-05-21,West,Net 45,16,5,90
PO-13325,"Benson, Harris and Gonzalez",Software,Cybersecurity,714510.33,2023-12-01,East,On Delivery,4,7,87
PO-13326,"Burns, Best and Larson",Maintenance,Support Services,1776460.78,2023-02-09,West,On Delivery,26,10,98
PO-13327,Ware-Stephens,Consultancy,Audit Services,157063.49,2025-09-29,North,Net 30,9,8,64
PO-13328,Henson-Gibson,Cloud,AWS,1743827.32,2024-08-27,North,Net 45,19,10,84
PO-13329,Thompson Group,Maintenance,Support Services,1264444.31,2025-08-03,International,Net 30,48,5,89
PO-13330,Powell-Gross,Hardware,Servers,250862.28,2023-04-21,South,On Delivery,44,5,71
PO-13331,Johnson Inc,Maintenance,Training,797429.32,2023-12-31,South,Net 30,39,8,83
PO-13332,"Buchanan, Hinton and Herman",Cloud,AWS,1182042.31,2024-02-23,West,On Delivery,14,8,80
PO-13333,Williams Inc,Hardware,Storage Devices,302775.04,2023-02-01,International,Net 45,38,9,83
PO-13334,"Wheeler, Haas and Cooper",Software,ERP Systems,1950122.43,2023-03-17,West,Net 30,14,6,96
PO-13335,Snyder-Williams,Maintenance,Support Services,1412106.04,2025-03-22,East,Advance,8,9,70
PO-13336,"Leonard, Herrera and Crawford",Cloud,Azure,215248.87,2024-12-30,South,Net 30,8,9,64
PO-13337,Ho-Smith,Hardware,Networking,1855106.53,2024-11-03,South,Advance,32,5,70
PO-13338,Perez LLC,Hardware,Storage Devices,1380632.36,2025-10-05,West,Net 45,49,7,70
PO-13339,Stanley-Jones,Hardware,Laptops,542196.72,2025-09-26,South,Net 45,10,7,73
PO-13340,"Leonard, Proctor and Martinez",Consultancy,Audit Services,1948589.9,2023-01-25,West,Net 45,32,6,91
PO-13341,"Kelly, Simpson and Perez",Consultancy,Process Automation,528223.41,2024-11-25,East,Advance,22,9,67
PO-13342,Jacobson Ltd,Hardware,Peripherals,899054.93,2024-11-07,East,Net 45,12,5,82
PO-13343,Wheeler and Sons,Hardware,Laptops,300459.1,2025-08-14,South,On Delivery,6,8,98
PO-13344,"Herman, Benson and Robertson",Hardware,Servers,1363822.05,2024-05-17,International,On Delivery,4,8,88
